model,fraction,target_correct_arrival_contrast,target_correct_ci_low,target_correct_ci_high,clean_placebo_correct_arrival_contrast,clean_placebo_correct_ci_low,clean_placebo_correct_ci_high,target_minus_placebo_correct_contrast,target_minus_placebo_correct_ci_low,target_minus_placebo_correct_ci_high,target_margin_arrival_contrast,target_margin_ci_low,target_margin_ci_high,clean_placebo_margin_arrival_contrast,clean_placebo_margin_ci_low,clean_placebo_margin_ci_high,seen_counts_by_seed
word_tfidf_bt,0.2,0.1480353343101911,0.07614421326128233,0.22869295175463328,0.01217359162059258,-0.039818349381539324,0.06638822302001611,0.13586174268959852,0.053412951659574,0.2389472482175038,0.04453718541137802,0.034187903566631934,0.055282157333487375,-0.0009945224452883336,-0.005357408569120276,0.00332415492906676,"[84, 96, 86]"
word_tfidf_bt,0.4,0.09169618467895291,0.03368870908255927,0.16369005022985852,-0.007667568736944192,-0.0451455796028633,0.02792916390009105,0.0993637534158971,0.02716932832638502,0.18482887763150796,0.044350609062890047,0.03804260374557095,0.05122101126719989,0.0005788820387591314,-0.004039785154863654,0.005716004354480625,"[171, 200, 184]"
word_tfidf_bt,0.6,0.11023117273117274,0.042834860410223136,0.18990836620661092,0.011015078931745597,-0.02279210070555982,0.044397657778198145,0.09921609379942714,0.02417707128098009,0.18909696655267616,0.044753129152220274,0.039126679469514536,0.050811195750750236,0.001606728395024594,-0.002144908104253248,0.005368896044002794,"[275, 296, 288]"
word_tfidf_bt,0.8,0.11021879223474379,0.06925068825772913,0.15211995218046792,0.0030522839716426386,-0.045756505743414055,0.04895639302084435,0.10716650826310115,0.044769697074963984,0.17556230996813568,0.04562858127488074,0.03935172528258992,0.05228005500928624,0.0029363593444540585,-0.002375092014835696,0.008491800864415169,"[386, 403, 404]"
minilm_frozen_bt,0.2,0.04521341273771471,-0.010183778985161339,0.10125931259073706,0.0008086903078347076,-0.05889929667050566,0.06300753206386726,0.04440472242988,-0.04013623374087241,0.13066730427225545,0.01879505598740017,0.010326758520039912,0.02737971902021412,-0.0013524285165874832,-0.010418920773163906,0.007224838769076167,"[84, 96, 86]"
minilm_frozen_bt,0.4,-0.0011921527825688061,-0.04153450043305659,0.03694141149819786,-0.001916261658378985,-0.04503157891029547,0.041365760504920364,0.0007241088758101789,-0.05867001756649664,0.05858566553322848,0.018087756406685935,0.010605606992821244,0.025449225834080047,-0.0016838641070406675,-0.009975683361248159,0.0076405835122308145,"[171, 200, 184]"
minilm_frozen_bt,0.6,0.027118965847868798,-0.014331760033496668,0.06666793893278516,0.010547213674850805,-0.03209666927210647,0.05493129966869965,0.01657175217301799,-0.05033696248374647,0.081668599801802,0.018290821579358504,0.007946395917263396,0.02813226232698945,0.0014949583973858812,-0.00845528232412432,0.011800021396490092,"[275, 296, 288]"
minilm_frozen_bt,0.8,0.004157938610114527,-0.05085989419261366,0.054096100748494455,-0.015397491925046067,-0.07564666391756156,0.03851077481572345,0.019555430535160595,-0.048434688620791776,0.08776754318728217,0.018281401578004976,0.007578402838932986,0.029571702778059334,-0.00014713892270608263,-0.009011810748346796,0.009426704848432717,"[386, 403, 404]"
