model,downstream_set,mean_regret_target_minus_clean_selection,ci_low,ci_high,two_sided_bootstrap_p,mean_target_selected_minus_final,target_selected_minus_final_ci_low,target_selected_minus_final_ci_high,mean_clean_selected_minus_final,clean_selected_minus_final_ci_low,clean_selected_minus_final_ci_high,changed_seeds,target_selected_fractions,clean_selected_fractions
word_tfidf_bt,untouched_clean_test,-0.013671875,-0.045572916666666664,0.013671875,0.6763,0.0,-0.0026041666666666665,0.016927083333333332,0.013671875,-0.009114583333333334,0.046875,2,"[1.0, 1.0, 1.0]","[1.0, 0.2, 0.6]"
word_tfidf_bt,external,-0.011648745519713252,-0.04211469534050175,0.034946236559139754,0.9485,0.0,-0.0017921146953405003,0.025089605734767078,0.011648745519713252,-0.03136200716845883,0.04390681003584233,2,"[1.0, 1.0, 1.0]","[1.0, 0.2, 0.6]"
minilm_frozen_bt,untouched_clean_test,0.0013020833333333333,-0.041666666666666664,0.038411458333333336,1.0,-0.008463541666666666,-0.054036458333333336,0.024739583333333332,-0.009765625,-0.053385416666666664,0.014322916666666666,2,"[0.4, 0.6, 0.4]","[0.4, 0.2, 1.0]"
minilm_frozen_bt,external,-0.006272401433691732,-0.04211469534050175,0.04301075268817206,1.0,0.018817204301075308,-0.021505376344086058,0.05913978494623658,0.02508960573476704,-0.015232974910394251,0.06182795698924731,2,"[0.4, 0.6, 0.4]","[0.4, 0.2, 1.0]"
