model,seed,boundary,fraction,evaluation_set,n,accuracy,margin_mean,margin_std,positive_margin_rate
minilm_frozen_bt,20260729,safe,0.4,external,372,0.43548387096774194,-0.055612190911897896,0.21052278090385412,0.3602150537634409
minilm_frozen_bt,20260729,safe,0.6,target,512,0.49609375,-0.00022552300596771118,0.1842625511091098,0.4765625
minilm_frozen_bt,20260729,safe,0.6,clean_validation,512,0.45703125,-0.00762475972156382,0.19328900717924835,0.466796875
minilm_frozen_bt,20260729,safe,0.6,untouched_clean_test,512,0.4765625,0.0027791272858058835,0.2014192005382652,0.48046875
minilm_frozen_bt,20260729,safe,0.6,external,372,0.4650537634408602,0.006301046969153088,0.26292485913803354,0.5026881720430108
minilm_frozen_bt,20260729,safe,0.8,target,512,0.49609375,0.00015663070584743047,0.2159816599075806,0.46875
minilm_frozen_bt,20260729,safe,0.8,clean_validation,512,0.48046875,0.00039642832915328524,0.22259247804745466,0.474609375
minilm_frozen_bt,20260729,safe,0.8,untouched_clean_test,512,0.5,0.005231248544773458,0.23285009229363737,0.49609375
minilm_frozen_bt,20260729,safe,0.8,external,372,0.47580645161290325,0.012864519627154548,0.3034238208634438,0.5295698924731183
minilm_frozen_bt,20260729,safe,1.0,target,512,0.484375,-0.009840348402271826,0.24377393467963465,0.4609375
minilm_frozen_bt,20260729,safe,1.0,clean_validation,512,0.494140625,-0.008791223808442902,0.2462400366290474,0.453125
minilm_frozen_bt,20260729,safe,1.0,untouched_clean_test,512,0.4921875,-0.01175451518740717,0.258729714882941,0.46875
minilm_frozen_bt,20260729,safe,1.0,external,372,0.4731182795698925,0.004305192282228107,0.34869325199929,0.5161290322580645
