model,seed,safe_final_untouched_accuracy,margin_std,positive_margin_rate,margin_diagnostic_pass
word_tfidf_bt,20260727,0.458984375,0.12535727031796126,0.349609375,True
word_tfidf_bt,20260728,0.458984375,0.12535727031796126,0.349609375,True
word_tfidf_bt,20260729,0.458984375,0.12535727031796126,0.349609375,True
minilm_frozen_bt,20260727,0.4921875,0.2587297148829409,0.46875,True
minilm_frozen_bt,20260728,0.4921875,0.258729714882941,0.46875,True
minilm_frozen_bt,20260729,0.4921875,0.258729714882941,0.46875,True
