left_model,right_model,fraction,did_interaction,ci_low,ci_high,two_sided_bootstrap_p,seed_20260727,seed_20260728,seed_20260729
word_tfidf_bt,minilm_frozen_bt,0.2,0.027343750000000003,-0.01953125,0.08463541666666667,0.2913,0.0,0.072265625,0.009765625
word_tfidf_bt,minilm_frozen_bt,0.4,0.022135416666666664,-0.017578125,0.057942708333333336,0.2448,0.021484375,0.037109375,0.0078125
word_tfidf_bt,minilm_frozen_bt,0.6,0.050130208333333336,-0.005208333333333332,0.111328125,0.0794,0.005859375,0.044921875,0.099609375
word_tfidf_bt,minilm_frozen_bt,0.8,0.08138020833333333,0.03645833333333333,0.126953125,0.0024,0.0546875,0.08984375,0.099609375
word_tfidf_bt,minilm_frozen_bt,1.0,0.126953125,0.07421875,0.1796875,0.0,0.126953125,0.126953125,0.126953125
